id,genres,vote_average,vote_count,popularity,title,overview,tagline,keywords,score
19,Drama Science Fiction,8.0,666.0,14.487867,Metropolis,"In a futuristic city sharply divided between the working class and the city planners, the son of the city's mastermind falls in love with a working class prophet who predicts the coming of a savior to mediate their differences.",There can be no understanding between the hands and the brain unless the heart acts as mediator.,man vs machine underground world inventor metropolis worker future machine town work class society dystopia tower of babel delirium chase scene mad scientist prophet robot destruction silent film depravity masterpiece downtrodden saviour,7.6006778938117145
165,Adventure Comedy Family Science Fiction,7.4,3926.0,13.689855,Back to the Future Part II,"Marty and Doc are at it again in this wacky sequel to the 1985 blockbuster as the time-traveling duo head to 2015 to nip some McFly family woes in the bud. But things go awry thanks to bully Biff Tannen and a pesky sports almanac. In a last-ditch attempt to set things straight, Marty finds himself bound for 1955 and face to face with his teenage parents -- again.","Roads? Where we're going, we don't need roads!",skateboarding flying car car race delorean lightning almanac inventor time travel sequel diner alternate history teenager electric guitar walking cane high school dance hoverboard video phone,7.349051835113962
196,Adventure Comedy Family Science Fiction,7.1,2978.0,13.043999,Back to the Future Part III,"The final installment of the Back to the Future trilogy finds Marty digging the trusty DeLorean out of a mineshaft and looking up Doc in the Wild West of 1885. But when their time machine breaks down, the travelers are stranded in a land of spurs. More problems arise when Doc falls for pretty schoolteacher Clara Clayton, and Marty tangles with Buford Tannen.",They've saved the best trip for last... But this time they may have gone too far.,railroad robber california delorean indian territory sports car inventor locomotive saloon horseback riding time travel outlaw sequel mad scientist native american western shootout gunfight train wild west cavalry,7.058404038721379
551,Action Adventure,7.3,274.0,10.341849,The Poseidon Adventure,The Poseidon Adventure was one of the first Catastrophe films and began the Disaster Film genre. Director Neame tells the story of a group of people that must fight for their lives aboard a sinking ship. Based on the novel by Paul Gallico.,Who will survive-in one of the greatest escape adventures ever!,life and death prostitute new year's eve sea brother sister relationship wife husband relationship wave shipwreck cruise seaquake ship faith travel disaster capsized ship disaster film disaster movie,6.950800532569536
3170,Animation Drama Family,6.8,1450.0,13.698132,Bambi,"Bambi's tale unfolds from season to season as the young prince of the forest learns about life, love, and friends.",A great love story.,forest coming of age best friend loss of loved one,6.7671898863652284
346,Action Drama,8.2,892.0,15.01777,Seven Samurai,"A samurai answers a village's request for protection after he falls on hard times. The town needs protection from bandits, so the samurai gathers six others to help him teach the people how to defend themselves, and the villagers provide the soldiers with food. A giant battle occurs when 40 bandits attack the village.",The Mighty Warriors Who Became the Seven National Heroes of a Small Town,japan samurai peasant looting rice fencing village moral ambiguity battle practice 16th century,7.833474077519298
859,Drama Romance,7.1,267.0,11.46781,Dangerous Liaisons,Dangerous Liaisons is the film based on the novel of the same name by Choderlos de Laclos set in 18th century France. Marquise de Merteuil’s asks her ex-lover Vicomte de Valmont to seduce the future wife of another ex-lover of hers in return for one last night with her. Yet things don’t go as planned in this love triangle drama.,Lust. Seduction. Revenge. The Game As You've Never Seen It Played Before.,lovesickness sexuality cheating cynic ladykiller fiancé arranged marriage passion seduction love letter boredom courtly life french revolution lover plan praise gender roles,6.845234566081798
841,Action Science Fiction Adventure,6.5,576.0,9.261189,Dune,"In the year 10,191, the world is at war for control of the desert planet Dune – the only place where the time-travel substance 'Spice' can be found. But when one leader gives up control, it's only so he can stage a coup with some unsavory characters.","A world beyond your experience, beyond your imagination.",prophecy witch monster telepathy atomic bomb space marine emperor mutation insurgence space travel guild duke water chosen one dystopia jihad spice war messiah denunciation,6.526765018445431
242,Crime Drama Thriller,7.1,1589.0,17.185349,The Godfather: Part III,"In the midst of trying to legitimize his business dealings in 1979 New York and Italy, aging mafia don, Michael Corleone seeks forgiveness for his sins while taking a young protege under his wing.",All the power on earth can't change destiny.,italy christianity new york assassination italo-american vatican pope confession helicopter daughter lawyer,7.027190213645203
9769,Drama Romance,7.0,288.0,10.618141,Lolita,Urbane professor Humbert Humbert marries a New England widow to be near her nymphet daughter.,A forbidden love. An unthinkable attraction. The ultimate price.,jealousy secret blackmail professor lolita nudity seduction police road trip love murder teacher teenager lust desire illness underage voyeurism flirtation virginity,6.80259833719504
857,Drama History War,7.9,5148.0,21.758054,Saving Private Ryan,"As U.S. troops storm the beaches of Normandy, three brothers lie dead on the battlefield, with a fourth trapped behind enemy lines. Ranger captain John Miller and seven men are tasked with penetrating German-held territory and bringing the boy home.",The mission is a man.,war crimes self sacrifice war veteran world war ii war ship airplane bravery normandy parachute troops waffen ss omaha beach army cowardice american flag war memorial deserted town military 1940s,7.836345487145522
9994,Comedy Animation Family,6.9,334.0,11.183924,The Great Mouse Detective,"When the diabolical Professor Ratigan kidnaps London's master toymaker, the brilliant master of disguise Basil of Baker Street and his trusted sidekick Dawson try to elude the ultimate trap and foil the perfect crime.",London's crime-fighting ace on his most baffling case!,london england detective queen sherlock holmes cartoon mouse,6.761793767545758
10439,Comedy Family Fantasy,6.5,491.0,10.390708,Hocus Pocus,"After 300 years of slumber, three sister witches are accidentally resurrected in Salem on Halloween night, and it us up to three kids and their newfound feline friend to put an end to the witches' reign of terror once and for all.",It's just a bunch of Hocus Pocus.,witch halloween salem trick or treating spellcasting,6.529786302068089
11158,Adventure Comedy Family Science Fiction,4.8,272.0,12.337898,Honey I Blew Up the Kid,"Wayne Szalinski is at it again. But instead of shrinking things, he tries to make a machine that can make things grow. As in the first one, his machine isn't quite accurate. But when he brings Nick & his toddler son Adam to see his invention, the machine unexpectedly starts working. And when Adam comes right up to the machine, he gets zapped along with his stuffed bunny.",The BIG Laughs Start January 6th!,becoming an adult inventor infant family,5.676084429695264
9354,Adventure Comedy Family Science Fiction,6.1,756.0,12.358786,"Honey, I Shrunk the Kids",The scientist father of a teenage girl and boy accidentally shrinks his and two other neighborhood teens to the size of insects. Now the teens must fight diminutive dangers as the father searches for them.,"The most astonishing, innovative, backyard adventure of all time!",inventor ant shrinking riesen insekten biene neighbor,6.224979455262545
9631,Action Adventure Crime Drama Mystery Thriller,6.8,593.0,7.65502,The Negotiator,"The police try to arrest expert hostage negotiator Danny Roman, who insists he's being framed for his partner's murder in what he believes is an elaborate conspiracy. Thinking there's evidence in the Internal Affairs offices that might clear him, he takes everyone in the office hostage and demands that another well-known negotiator be brought in to handle the situation and secretly investigate the conspiracy.",He frees hostages for a living. Now he's taking hostages to survive.,corruption hostage pension innocence police hostage-taking murder suspense conspiracy bullet wound negotiator,6.734303023926633
9820,Comedy Drama Family,6.8,768.0,7.768828,The Parent Trap,"Hallie Parker and Annie James are identical twins separated at a young age because of their parents' divorce. unknowingly to their parents, the girls are sent to the same summer camp where they meet, discover the truth about themselves, and then plot with each other to switch places. Hallie meets her mother, and Annie meets her father for the first time in years.","Twice the Fun, Double the Trouble.",matchmaking divorced twins separated at birth woman director,6.745465131511914
11974,Comedy Horror Thriller,6.6,312.0,7.889227,The 'Burbs,"When secretive new neighbors move in next door, suburbanite Ray Peterson and his friends let their paranoia get the best of them as they start to suspect the newcomers of evildoings and commence an investigation. But it's hardly how Ray, who much prefers drinking beer, reading his newspaper and watching a ball game on the tube expected to spend his vacation.",He's a man of peace in a savage land... Suburbia.,paranoia garbage psychopath vacation dark comedy neighbor suburbia serial killer slasher chainsaw murderer old dark house pig mask new neighbor axe murder dream sequence dark humor psycho neighborhood madman lunatic,6.593430462469113
793,Crime Drama Mystery Thriller,7.7,758.0,7.882247,Blue Velvet,"The discovery of a severed human ear found in a field leads a young man on an investigation related to a beautiful, mysterious nightclub singer and a group of criminals who have kidnapped her child.",It's a strange world.,small town ear suspense independent film policeman ear cut off,7.413754005350266
9325,Family Animation Adventure,7.1,1791.0,22.845448,The Jungle Book,"The boy Mowgli makes his way to the man-village with Bagheera, the wise panther. Along the way he meets jazzy King Louie, the hypnotic snake Kaa and the lovable, happy-go-lucky bear Baloo, who teaches Mowgli ""The Bare Necessities"" of life and the true meaning of friendship.",The Jungle is JUMPIN'!,indian lead narration human animal relationship musical feral child jungle talking animal anthropomorphism orphan disney animal lead walt disney,7.0343541575534685
10340,Family Animation,6.9,1241.0,12.994387,Lady and the Tramp,"Lady, a golden cocker spaniel, meets up with a mongrel dog who calls himself the Tramp. He is obviously from the wrong side of town, but happenings at Lady's home make her decide to travel with him for a while.",She's from the leash and license set... he's footloose and collar free!,cat spaghetti lover (female) love of one's life kiss animation dog,6.845195665640234
10144,Animation Family,7.2,1921.0,17.496832,The Little Mermaid,This colorful adventure tells the story of an impetuous mermaid princess named Ariel who falls in love with the very human Prince Eric and puts everything on the line for the chance to be with him. Memorable songs and characters -- including the villainous sea witch Ursula.,Somewhere under the sea and beyond your imagination is an adventure in fantasy.,sea fireworks prince kingdom daughter mermaid princess animation spell true love bargain,7.12626160579811
12230,Adventure Animation Comedy Family,6.8,1643.0,15.727519,One Hundred and One Dalmatians,"When a litter of dalmatian puppies are abducted by the minions of Cruella De Vil, the parents must find them before she uses them for a diabolical fashion statement.",The Canine Caper of the Century,puppy animation dog dalmatian,6.770513955620615
10693,Animation Music Family Adventure Fantasy,7.0,1380.0,16.861533,Peter Pan,"Leaving the safety of their nursery behind, Wendy, Michael and John follow Peter Pan to a magical world where childhood lasts forever. But while in Neverland, the kids must face Captain Hook and foil his attempts to get rid of Peter for good.",It will live in your heart forever!,flying brother sister relationship becoming an adult magic fairy child hero bravery pirate gang mermaid animation pirate native peoples,6.933878858378363
11319,Fantasy Family Animation Adventure,6.7,609.0,11.32442,The Rescuers,"What can two little mice possibly do to save an orphan girl who's fallen into evil hands? With a little cooperation and faith in oneself, anything is possible! As members of the mouse-run International Rescue Aid Society, Bernard and Miss Bianca respond to orphan Penny's call for help. The two mice search for clues with the help of an old cat named Rufus.",Two tiny agents vs. the world's wickedest woman in a dazzling animated adventure!,kidnapping mouse baby-snatching bottle rescue animation energy rescue mission mole car hole tide,6.665590224405593
15969,Family Adventure Animation Romance,5.7,447.0,12.099799,The Return of Jafar,"The evil Jafar escapes from the magic lamp as an all-powerful genie, ready to plot his revenge against Aladdin. From battling elusive villains atop winged horses, to dodging flames inside an exploding lava pit, it's up to Aladdin - with Princess Jasmine and the outrageously funny Genie by his side - to save the kingdom once and for all.",The Aladdin adventure continues...,middle east musical sequel revenge magical object animal aftercreditsstinger aladdin,6.027262461857928
10249,Action Adventure Science Fiction Family,6.3,265.0,10.536644,The Rocketeer,"Straight from the pages of a pulp comic from a past era, the Rocketeer recreates 1930s Hollywood, complete with gangsters, Nazi spies, and the growth of the Age of Aviation. Young pilot Cliff Secord stumbles on a top secret rocket-pack and with the help of his mechanic/mentor, Peevy, he attempts to save his girl and stop the Nazis as The Rocketeer.","Three years before the United States declares war, Cliff Secord leads America's first battle against the Nazis.",superhero los angeles flying man pilot hero nazi collaborator 1980s,6.441990674491976
10882,Fantasy Animation Romance Family,6.8,1332.0,14.276169,Sleeping Beauty,"A beautiful princess born in a faraway kingdom is destined by a terrible curse to prick her finger on the spindle of a spinning wheel and fall into a deep sleep that can only be awakened by true love's first kiss. Determined to protect her, her parents ask three fairies to raise her in hiding. But the evil Maleficent is just as determined to seal the princess's fate.",Awaken to a World of Wonders!,sleep magic prince castle fairy tale kingdom musical kiss princess sleeping beauty animation knight dragon dungeon based on fairy tale fairies,6.764761032281851
2619,Comedy Fantasy Romance,6.1,328.0,8.441602,Splash,"A successful businessman falls in love with the girl of his dreams. There's one big complication though; he's fallen hook, line and sinker for a mermaid.",Allen Bauer Thought He'd Never Find The Right Woman... He Was Only Half Wrong!,bachelor mermaid,6.315642517724188
97,Science Fiction Action Adventure,6.6,717.0,16.574021,Tron,"As Kevin Flynn searches for proof that he invented a hit video game, he is ""digitalized"" by a laser and finds himself inside The Grid, where programs suffer under the tyrannical rule of the Master Control Program. With the help of TRON, a security program, Flynn seeks to free The Grid from the MCP.",A world inside the computer where man has never been.  Until now.,video game hacker virtual reality dystopia computer science fiction,6.596148197607018
11675,Horror Thriller,5.7,306.0,8.619068,Halloween: H20,"Two decades after surviving a massacre on October 31, 1978, former baby sitter Laurie Strode finds herself hunted by persistent knife-wielder Michael Myers. Laurie now lives in Northern California under an assumed name, where she works as the headmistress of a private school. But it's not far enough to escape Myers, who soon discovers her whereabouts. As Halloween descends upon Laurie's peaceful community, a feeling of dread weighs upon her -- with good reason.",Blood is thicker than Water.,california new identity halloween witness protection brother sister boarding school school party uncle masked killer underage drinking principal violence death evil michael myers seventeen,6.108501911016322
6471,Comedy,7.0,272.0,5.873021,The Jerk,"After discovering he's not really black like the rest of his family, likable dimwit Navin Johnson runs off on a hilarious misadventure in this comedy classic that takes him from rags to riches and back to rags again. The slaphappy jerk strikes it rich, but life in the fast lane isn't all it's cracked up to be and, in the end, all that really matters to Johnson is his true love.",A rags to riches to rags story.,wild comedy blow neominstrelsy phone book sharecropper tennis court,6.796683680631594
227,Crime Drama,6.9,293.0,6.435926,The Outsiders,"When two poor greasers, Johnny, and Ponyboy are assaulted by a vicious gang, the socs, and Johnny kills one of the attackers, tension begins to mount between the two rival gangs, setting off a turbulent chain of events.",They grew up on the outside of society. They weren't looking for a fight. They were looking to belong.,street gang children's home coming of age gang juvenile delinquent based on young adult novel,6.7515839377608495
87,Adventure Action,7.1,2841.0,15.802306,Indiana Jones and the Temple of Doom,"After arriving in India, Indiana Jones is asked by a desperate village to find a mystical stone. He agrees – and stumbles upon a secret cult plotting a terrible plan in the catacombs of an ancient palace.",If adventure has a name... it must be Indiana Jones.,riddle treasure heart skeleton treasure hunt torture violence monkey cult film archaeologist thuggee conveyor belt mine car rope bridge belching child driving a car eating brains splits indiana jones archeology ,7.056567542847976
9314,Drama Romance Science Fiction,6.8,311.0,11.513066,Nineteen Eighty-Four,George Orwell's novel of a totalitarian future society in which a man whose daily work is rewriting history tries to rebel by falling in love.,George Orwell's Terrifying Vision Comes To The Screen.,vatican fascism totalitarian regime dystopia big brother brainwashing orwellian,6.701970480728223
11336,Horror Science Fiction Thriller,6.9,320.0,11.194448,The Dead Zone,"Johnny Smith is a schoolteacher with his whole life ahead of him but, after leaving his fiancee's home one night, is involved in a car crash which leaves him in a coma for 5 years. When he wakes, he discovers he has an ability to see into the past, present and future life of anyone with whom he comes into physical contact.","In his mind, he has the power to see the future. In his hands, he has the power to change it.",coma sheriff based on novel sacrifice suspense psychopathic killer premonition independent film vision doctor car accident series of murders psychic dark hero gothic madness flashback,6.758469218998748
2907,Horror Comedy Fantasy,6.7,871.0,12.962525,The Addams Family,"Uncle Fester has been missing for 25 years. An evil doctor finds out and introduces a fake Fester in an attempt to get the Adams Family's money. The youngest daughter has some doubts about the new uncle Fester, but the fake uncle adapts very well to the strange family. Can the doctor carry out her evil plans and take over the Adams Family's fortune?",Weird Is Relative,dead wish vampire black humor uncle eccentric werewolf macabre loan shark accountant,6.673547295196179
9454,Drama Romance Comedy,6.8,408.0,13.309701,Ever After: A Cinderella Story,"A unique 16th century woman, Danielle possesses a love of books, and can easily quote from Sir Thomas More’s Utopia. An intriguing mix of tomboyish athleticism and physical beauty, she has more than enough charm to capture the heart of a prince ... after beaning him with an apple.",Desire. Defy. Escape.,france gypsy child abuse slavery leonardo da vinci prince fairy tale royalty orphan evil stepmother step siblings 16th century brigands classism bandits commoner emotional abuse,6.71616281411533
8688,Crime Mystery,5.8,331.0,11.604533,Snake Eyes,"All bets are off when corrupt homicide cop Rick Santoro witnesses a murder during a boxing match. It's up to him and lifelong friend and naval intelligence agent Kevin Dunne to uncover the conspiracy behind the killing. At every turn, Santoro makes increasingly shocking discoveries that even he can't turn a blind eye to.",Believe everything except your eyes.,casino political activism boxer mission of murder boxing match suspense police officer witness to murder,6.147097951867236
11814,Comedy Romance Fantasy,6.4,375.0,11.104542,Weird Science,"Two unpopular teenagers, Gary and Wyatt, fail at all attempts to be accepted by their peers. Their desperation to be liked leads them to ""create"" a woman via their computer. Their living and breathing creation is a gorgeous woman, Lisa, whose purpose is to boost their confidence level by putting them into situations which require Gary and Wyatt to act like men.","If you can't get a date, make one!",nerd biker teenager morphing male fantasy,6.476340793496501
4978,Drama Family Animation Adventure,6.6,344.0,11.928545,An American Tail,"A young mouse named Fievel and his family decide to migrate to America, a ""land without cats,"" at the turn of the 20th century. But somehow, Fievel ends up in the New World alone and must fend off not only the felines he never thought he'd have to deal with again but also the loneliness of being away from home.","Meet Fievel. In his search to find his family, he discovered America.",new york cat immigration russia mouse american dream jew cossack hanukah pogrom,6.593777368741371
11976,Adventure Fantasy,6.2,282.0,10.932786,Legend,"Set in a timeless mythical forest inhabited by fairies, goblins, unicorns and mortals, this fantastic story follows a mystical forest dweller, chosen by fate, to undertake a heroic quest. He must save the beautiful Princess Lily and defeat the demonic Lord of Darkness, or the world will be plunged into a never-ending ice age.",There may never be another dawn.,gump,6.385715230619985
15144,Comedy Romance,6.9,455.0,6.683723,Sixteen Candles,A teenage girls deals with her parents forgetting her birthday and a crush on her high school's heartthrob.,When you're just sixteen anything can happen!,birthday nerd crush farce teenager exchange student,6.785117273998984
11522,Comedy,6.6,313.0,8.568378,Pretty in Pink,"Andie is an outcast, hanging out either with her older boss, who owns the record store where she works, or her quirky high school classmate Duckie, who has a crush on her. When one of the rich and popular kids at school, Blane, asks Andie out, it seems too good to be true. As Andie starts falling for Blane, she begins to realize that dating someone from a different social sphere is not easy.",Blane's a pretty cool guy. Andie's pretty in pink. And Ducky's pretty crazy.,record store lovesickness class love crush outcast teenage crush slumber party relationship family school life origin,6.593441887751776
805,Horror Drama Mystery,7.5,892.0,11.504558,Rosemary's Baby,A young couple moves into an infamous New York apartment building to start a family. Things become frightening as Rosemary begins to suspect her unborn baby isn't safe around their strange neighbors.,Pray for Rosemary's Baby,anti-christ contemporary setting laundry occult demonic possession satanic cult lucky charm woman in jeopardy eating disorder catholic priest,7.292399554122419
34584,Drama Family Fantasy Adventure,7.0,1031.0,14.225919,The NeverEnding Story,"While hiding from bullies in his school's attic, a young boy discovers the extraordinary land of Fantasia, through a magical book called The Neverending Story. The book tells the tale of Atreyu, a young warrior who, with the help of a luck dragon named Falkor, must save Fantasia from the destruction of The Nothing.",A boy who needs a friend finds a world that needs a hero in a land beyond imagination!,based on novel fictional place wolf mythology magic horse book fairy tale bully school talking animal reading book store fantasy world giant gnome quest,6.916031775295647
36647,Horror Action,6.5,1950.0,15.043454,Blade,"When Blade's mother was bitten by a vampire during pregnancy, she did not know that she gave her son a special gift while dying: All the good vampire attributes in combination with the best human skills. Blade and his mentor Whistler battle an evil vampire rebel (Deacon Frost) who plans to take over the outdated vampire council, capture Blade and resurrect voracious blood god La Magra.",Part Man. Part Vampire. All Hero.,suicide hero vampire bite fistfight supernatural vampire hunter superhero rivalry tragic hero good vs evil one man army extreme violence martial arts master scientist violence disarming someone blade machine gun english subtitles in original hypodermic needle microscope secret headquarters bullet dodging bullet time kicked in the groin x rayed skeleton mouth guard escapade imaginary deadly master warrior supernatural ability fang vamp,6.510139731219381
4011,Fantasy Comedy,7.1,1475.0,10.627364,Beetlejuice,"Thanks to an untimely demise via drowning, a young couple end up as poltergeists in their New England farmhouse, where they fail to meet the challenge of scaring away the insufferable new owners, who want to make drastic changes. In desperation, the undead newlyweds turn to an expert frightmeister, but he's got a diabolical agenda of his own.",He's guaranteed to put some life in your afterlife.,minister giant snake skeleton calypso arts afterlife child bride possession surrealism teenage girl ghost,7.0224116784440245
574,Adventure Crime Drama Mystery Thriller,7.3,276.0,12.547763,The Man Who Knew Too Much,"A widescreen, Technicolor remake by Hitchcock of his 1934 film of the same title. A couple (James Stewart, Doris Day) vacationing in Morocco with their young son accidentally stumble upon an assassination plot. When the child is kidnapped to ensure their silence, they have to take matters into their own hands to save him.",A little knowledge can be a deadly thing!,london england assassination scotland yard bus morocco paranoia british suspense american physician frenchman inter cultural cymbals,6.952098671853664
845,Crime Drama Thriller,7.6,379.0,15.41773,Strangers on a Train,A psychotic socialite confronts a pro tennis star with a theory on how two complete strangers can get away with murder...a theory that he plans to implement.,It starts with a shriek of a train whistle...and ends with shrieking excitement.,perfect crime obsession island carousel  train ride psychopath lighter murder cheating wife strangulation amusement park husband wife estrangement woman with glasses chance meeting film noir cocktail party fiancée storm drain tennis match tennis pro,7.185380788544884
847,Adventure Drama Action,6.9,484.0,9.918312,Willow,"Fearful of a prophecy stating that a girl child will be born to bring about her downfall, the evil Queen Bavmorda imprisons all pregnant women within the formidable stronghold of Nockmaar. A child, Elora Danan, is born in the Nockmaar dungeons and identified as the prophesied child by a birthmark on her arm. However, before the black sorceress arrives to claim the child, Elora's mother convinces her reluctant midwife to escape with the baby. Willow, a timid farmer and aspiring sorcerer, is entrusted with delivering the royal infant from evil.",Adventure doesn't come any bigger than this.,prophecy falsely accused baby monster hero queen traitor magic fantasy castle sorcerer's apprentice black magic aggression by animal mission,6.789583224473554
117,Crime Drama History Thriller,7.6,1424.0,11.062203,The Untouchables,"Young Treasury Agent Elliot Ness arrives in Chicago and is determined to take down Al Capone, but it's not going to be easy because Capone has the police in his pocket. Ness meets Jimmy Malone, a veteran patrolman and probably the most honorable one on the force. He asks Malone to help him get Capone, but Malone warns him that if he goes after Capone, he is going to war.",What are you prepared to do?,white suit al capone tough cop treasury agent untouchable tax evasion jury tampering rule of law rooftop chase cutting face while shaving 1930s,7.442366005609294
10220,Drama Crime,6.9,451.0,8.783454,Rounders,A young man is a reformed gambler who must return to playing big stakes poker to help a friend pay off loan sharks.,Trust everyone... But always cut the cards.,gambling law compulsive gambling roulette gain,6.784472770627309
431,Thriller Science Fiction Mystery,6.9,1101.0,12.095263,Cube,Seven strangers are taken out of their daily lives and placed mysteriously in a deadly cube where they all agree they must find their way out.,Don't look for a reason... Look for a way out.,riddle autism claustrophobia maze prime number entrapment mathematics murder escape violence numbers canuxploitation,6.839566460350163
4478,Drama,5.8,300.0,7.118123,Indecent Proposal,"Robert Redford stars as billionaire John Gage, who offers a down-on-his-luck yuppie husband (Woody Harrelson) $1 million for the opportunity to spend the night with the man's wife (Demi Moore).",A husband. A wife. A millionaire. A proposal.,gambling adultery love of one's life shortage of money millionaire,6.1662439243011935
2109,Action Comedy Crime Thriller,6.8,1254.0,11.840557,Rush Hour,"When Hong Kong Inspector Lee is summoned to Los Angeles to investigate a kidnapping, the FBI doesn't want any outside help and assigns cocky LAPD Detective James Carter to distract Lee from the case. Not content to watch the action from the sidelines, Lee and Carter form an unlikely partnership and investigate the case themselves.",The Fastest Hands in the East Meet the Biggest Mouth in the West.,two man army consul crime lord art treasures reference to chelsea clinton roses are red poem duringcreditsstinger,6.762947945552289
8195,Action Thriller Crime Adventure,6.8,670.0,9.672094,Ronin,"A briefcase with undisclosed contents – sought by Irish terrorists and the Russian mob – makes its way into criminals' hands. An Irish liaison assembles a squad of mercenaries, or 'ronin', and gives them the thorny task of recovering the case.",Your ally could become your enemy.,paris france arms deal mercenary audi impostor case violence ice skating computer expert ex kgb preparation cellular phone trace merry go round,6.73973077838763
9877,Horror Thriller,5.6,293.0,6.081401,Urban Legend,"There's a campus killer on the loose who's making urban legends, like the one about eating pop rocks and soda at the same time will make your stomach explode and the one about a psycho with an axe stepping into the backseat of your car at the gas station when not looking, into reality.",It Happened To Someone Who Knows Someone You Know... You're Next.,college murder urban legend slasher killer death,6.065277631454543
1091,Horror Mystery Science Fiction,7.8,1629.0,16.83125,The Thing,Scientists in the Antarctic are confronted by a shape-shifting alien that assumes the appearance of the people that it kills.,Man is The Warmest Place to Hide.,ice space marine paranoia snow storm norwegian research station alien life-form remake alien antarctica shape shifting alien sled dogs,7.631744624779096
162,Fantasy Drama Romance,7.5,3731.0,17.612244,Edward Scissorhands,A small suburban town receives a visit from a castaway unfinished science experiment named Edward.,His scars run deep.,underdog love at first sight hairdresser small town scissors inventor burglar unsociability,7.440002275346174
8916,Adventure Animation Comedy Family,6.0,1320.0,16.025625,Antz,"In this animated hit, a neurotic worker ant in love with a rebellious princess rises to unlikely stardom when he switches places with a soldier. Signing up to march in a parade, he ends up under the command of a bloodthirsty general. But he's actually been enlisted to fight against a termite army.",Every ant has his day.,general hero worker ant work assignment war princess soldier individuality friend,6.096984251237213
12159,Drama Fantasy Romance,6.8,596.0,11.218378,What Dreams May Come,"Chris Neilson dies to find himself in a heaven more amazing than he could have ever dreamed of. There is one thing missing: his wife. After he dies, his wife, Annie killed herself and went to hell. Chris decides to risk eternity in hades for the small chance that he will be able to bring her back to heaven.",After life there is more. The end is just the beginning.,paradise soul underworld heaven painting hell afterlife spiritism,6.734532733633183
10377,Comedy Drama,7.3,393.0,7.922216,My Cousin Vinny,"Two carefree pals traveling through Alabama are mistakenly arrested, and charged with murder. Fortunately, one of them has a cousin who's a lawyer - Vincent Gambini, a former auto mechanic from Brooklyn who just passed his bar exam after his sixth try. When he arrives with his leather-clad girlfriend , to try his first case, it's a real shock - for him and the Deep South!","Truth, Justice and the Gambini Way",prison southern usa suspicion cousin court lawyer wrongful arrest,7.01424287856072
4437,Thriller Science Fiction,6.6,290.0,7.482865,2010,"This is a sequel to 2001 A Space Odyssey. It is now 2010 and both the Americans and the Russians are racing to get to Jupiter to investigate the black monolith (similar to the one found in Lunar Crater Clavius) which was found by the U.S.S. Discovery in orbit around Jupiter's moons. The U.S.S. Discovery's orbit is rapidly decaying and it will crash into IO but the Americans cannot get there in time to save U.S.S. Discovery. The Russians can get to Jupiter in time but only the Americans have the knowledge to access and awaken the U.S.S. Discovery's H.A.L.9000 sentient computer. This forces a joint American-Soviet space expedition against a backdrop of growing global tensions. The combined expedition is seeking answers to several mysteries. What is the significance of the black monolith? Why did H.A.L.9000 act so bizarrely and terminate 4 of 5 of the U.S.S. Discovery's crew? What happened to David Bowman? Along the way, curious data is detected  ...","""Something wonderful is going to happen""",jupiter super computer space travel space mission ghost ship outer space astronaut monolith,6.593168633074766
1955,Drama History,7.9,740.0,8.405672,The Elephant Man,"A Victorian surgeon rescues a heavily disfigured man being mistreated by his ""owner"" as a side-show freak. Behind his monstrous façade, there is revealed a person of great intelligence and sensitivity. Based on the true story of Joseph Merrick (called John Merrick in the film), a severely deformed man in 19th century London.",I am not an animal! I am a human being! I... am... a man!,exploitation biography hospital curiosity sideshow disfigurement physical deformity freak 19th century dignity,7.556316452552167
11932,Horror Comedy,5.5,366.0,13.018491,Bride of Chucky,"Chucky hooks up with another murderous doll, the bridal gown-clad Tiffany, for a Route 66 murder spree with their unwitting hosts.",Chucky Gets Lucky.,route 66 puppet evil doll killer doll killer toys toy comes to life chucky,5.952912556460623
6435,Drama Fantasy Comedy,6.3,348.0,7.757795,Practical Magic,"Sally and Gillian Owens, born into a magical family, have mostly avoided witchcraft themselves. But when Gillian's vicious boyfriend, Jimmy Angelov, dies unexpectedly, the Owens sisters give themselves a crash course in hard magic. With policeman Gary Hallet growing suspicious, the girls struggle to resurrect Angelov -- and unwittingly inject his corpse with an evil spirit that threatens to end their family line.","For two sisters from a family of witches, falling in love is the trickiest spell of all.",witch magic sorcery love curse family curse,6.422670631897166
2657,Fantasy Drama Comedy,7.1,498.0,11.0874,Pleasantville,"Geeky teenager David and his popular twin sister, Jennifer, get sucked into the black-and-white world of a 1950s TV sitcom called ""Pleasantville,"" and find a world where everything is peachy keen all the time. But when Jennifer's modern attitude disrupts Pleasantville's peaceful but boring routine, she literally brings color into its life.",Nothing is as simple as black and white.,brother sister relationship tv show dystopia book burning satire coming of age racism black and white alternate reality colour,6.922669849285883
637,Comedy Drama,8.3,3643.0,39.39497,Life Is Beautiful,A touching story of an Italian book seller of Jewish ancestry who lives in his own little fairy tale. His creative and happy life would come to an abrupt halt when his entire family is deported to a concentration camp during World War II. While locked up he tries to convince his son that the whole thing is just a game.,"An unforgettable fable that proves love, family and imagination conquer all.",italy riddle bookshop self sacrifice mass murder concentration camp bicycle accident fascism loss of father world war ii love of one's life deportation jew persecution fantasy nazis national socialism charade riding a bicycle price story teller concentration camp prisoner dying and death peekaboo,8.184975438017227
